set,indice
train,47796
train,15562
train,37420
train,23191
train,31895
train,59289
train,12138
train,39234
train,8334
train,28038
train,5163
train,60803
train,3216
train,513
train,34199
train,6492
train,3918
train,10495
train,19379
train,21463
train,12157
train,9
train,15508
train,17438
train,42568
train,54798
train,49333
train,58286
train,45032
train,3805
train,49272
train,32970
train,50113
train,3856
train,2043
train,52319
train,34096
train,42898
train,49244
train,5323
train,49449
train,47526
train,37320
train,50344
train,25916
train,23510
train,14496
train,19542
train,5592
train,38691
train,6181
train,57079
train,20024
train,2406
train,55678
train,19986
train,8006
train,48845
train,51517
train,28037
train,17576
train,30414
train,11740
train,23182
train,48246
train,55854
train,21309
train,14334
train,21105
train,51401
train,45090
train,29813
train,58369
train,35714
train,40286
train,61372
train,52093
train,26444
train,18632
train,12833
train,57282
train,9802
train,24191
train,50155
train,27404
train,14177
train,44825
train,60555
train,302
train,20197
train,55733
train,39255
train,43941
train,36988
train,20046
train,56632
train,12232
train,37537
train,25932
train,8474
train,4320
train,33687
train,48423
train,28907
train,21146
train,34671
train,38717
train,32159
train,29595
train,42625
train,47143
train,59753
train,8831
train,10334
train,24194
train,34095
train,12010
train,29634
train,53089
train,32966
train,32061
train,56074
train,29682
train,9143
train,30967
train,15955
train,60461
train,42292
train,3054
train,52542
train,2538
train,6838
train,30468
train,35176
train,10346
train,13514
train,33416
train,10221
train,61822
train,20368
train,53038
train,43976
train,14946
train,19805
train,4864
train,30816
train,12743
train,48112
train,14235
train,53163
train,29415
train,32704
train,35687
train,40136
train,773
train,56784
train,6046
train,47725
train,20209
train,60795
train,2984
train,22035
train,1248
train,58818
train,34020
train,18655
train,47274
train,55957
train,61668
train,155
train,18788
train,52719
train,39444
train,15889
train,13916
train,49913
train,1868
train,26662
train,23445
train,45348
train,17442
train,11951
train,49207
train,28401
train,24313
train,36705
train,44221
train,33836
train,10806
train,8980
train,29832
train,50276
train,42944
train,4711
train,34039
train,44510
train,5945
train,58955
train,10977
train,16614
train,18138
train,20363
train,21724
train,12863
train,4140
train,7705
train,45900
train,7296
train,24697
train,36837
train,59200
train,22120
train,36892
train,40519
train,3200
train,11934
train,25782
train,4793
train,30869
train,60167
train,54904
train,14436
train,54051
train,12746
train,36781
train,53109
train,61841
train,39037
train,44268
train,56646
train,36296
train,22473
train,36466
train,43590
train,2707
train,28121
train,23235
train,1660
train,56017
train,34326
train,28206
train,29809
train,26474
train,58618
train,55873
train,37664
train,1984
train,38439
train,27317
train,29744
train,53557
train,18503
train,18359
train,28645
train,12758
train,26484
train,49906
train,4712
train,20187
train,19638
train,12486
train,2702
train,6535
train,30696
train,48249
train,20094
train,45945
train,13925
train,51564
train,33769
train,32523
train,61022
train,52685
train,55540
train,37831
train,10967
train,33763
train,56419
train,17943
train,24794
train,22833
train,10750
train,54746
train,7822
train,18158
train,5829
train,26453
train,25504
train,22093
train,60762
train,51302
train,12268
train,45762
train,45490
train,42396
train,6074
train,52860
train,56615
train,36086
train,45636
train,4214
train,15329
train,18659
train,6778
train,51486
train,28851
train,13337
train,50093
train,61182
train,14817
train,3652
train,16083
train,33199
train,58658
train,39197
train,19870
train,15400
train,33451
train,16676
train,18082
train,60097
train,42457
train,59758
train,26923
train,22111
train,60628
train,23065
train,22750
train,7930
train,29693
train,2346
train,1225
train,30800
train,32974
train,8539
train,19491
train,28618
train,34944
train,32741
train,4350
train,26886
train,37760
train,46712
train,21466
train,40687
train,36113
train,35763
train,22610
train,12312
train,191
train,52962
train,44224
train,45073
train,14728
train,16207
train,55023
train,27523
train,27200
train,5004
train,31451
train,8057
train,43639
train,33346
train,23152
train,57104
train,1030
train,41768
train,9454
train,3770
train,23649
train,47914
train,57083
train,54334
train,29737
train,51363
train,985
train,28323
train,17379
train,40278
train,61625
train,39938
train,18965
train,10814
train,13541
train,46190
train,9388
train,45175
train,32779
train,38420
train,33886
train,47317
train,10398
train,12683
train,36954
train,56847
train,24718
train,787
train,4208
train,51453
train,36607
train,45814
train,50973
train,37717
train,11018
train,536
train,17334
train,21734
train,33820
train,15235
train,1022
train,48
train,627
train,47984
train,48928
train,50175
train,59046
train,13515
train,49303
train,4246
train,14444
train,8590
train,35246
train,51846
train,13144
train,21963
train,35559
train,52590
train,52461
train,2731
train,24655
train,44984
train,29128
train,35211
train,25256
train,14895
train,24343
train,8610
train,37843
train,8235
train,33467
train,49262
train,891
train,26840
train,61580
train,30648
train,47459
train,57210
train,5646
train,29430
train,15835
train,26600
train,26424
train,12722
train,58986
train,46649
train,42090
train,6130
train,56354
train,59418
train,42698
train,56166
train,38996
train,50345
train,16770
train,30105
train,46155
train,5804
train,28408
train,26335
train,57579
train,54579
train,32516
train,45797
train,61415
train,40817
train,10237
train,7046
train,23986
train,30109
train,48313
train,5924
train,61945
train,27182
train,29719
train,57125
train,23994
train,34079
train,46979
train,11970
train,47905
train,1349
train,21687
train,26644
train,48962
train,574
train,4398
train,15387
train,36279
train,18999
train,55229
train,43059
train,42858
train,54614
train,29701
train,25711
train,40427
train,17099
train,34350
train,46811
train,14182
train,13402
train,37223
train,20232
train,27249
train,13411
train,45697
train,54743
train,14387
train,55771
train,26739
train,3392
train,9307
train,58467
train,30311
train,12604
train,21652
train,31362
train,15093
train,37093
train,53501
train,58948
train,25440
train,32300
train,57462
train,13926
train,58718
train,12875
train,21251
train,48811
train,10686
train,11617
train,43698
train,9653
train,28376
train,52112
train,51780
train,60146
train,9795
train,5133
train,48111
train,52793
train,55592
train,57854
train,32429
train,13257
train,12596
train,18442
train,27786
train,22319
train,3289
train,51751
train,8587
train,61175
train,32878
train,8117
train,29312
train,57646
train,42903
train,22765
train,42831
train,25017
train,50043
train,24102
train,51129
train,60511
train,31672
train,18940
train,18461
train,54226
train,28433
train,56551
train,17175
train,42881
train,35035
train,3855
train,7021
train,12270
train,17544
train,30121
train,58425
train,13026
train,3633
train,41319
train,3178
train,23433
train,21554
train,21656
train,1136
train,53191
train,16823
train,22085
train,14656
train,4619
train,14247
train,28741
train,22399
train,49447
train,10144
train,46802
train,4847
train,30064
train,9325
train,14884
train,27631
train,4105
train,24294
train,16157
train,47266
train,11031
train,58094
train,28211
train,1543
train,7104
train,14346
train,42351
train,16088
train,38261
train,18217
train,45240
train,10562
train,54574
train,44965
train,35074
train,41013
train,59152
train,30307
train,14217
train,41402
train,37850
train,26647
train,11252
train,46225
train,10030
train,56863
train,49557
train,37714
train,29152
train,23707
train,9080
train,60558
train,40699
train,32903
train,39747
train,26684
train,6969
train,24380
train,16733
train,34517
train,29369
train,8827
train,59149
train,33935
train,43499
train,23358
train,58805
train,45558
train,3106
train,33452
train,41508
train,17358
train,50920
train,50377
train,1258
train,41323
train,1713
train,25343
train,54701
train,54905
train,49727
train,30072
train,60568
train,28112
train,15335
train,60508
train,18732
train,25108
train,58034
train,17483
train,44824
train,60123
train,14138
train,6375
train,54804
train,7851
train,9076
train,28666
train,49595
train,9036
train,5475
train,58638
train,31906
train,30197
